# Object,[Fe/H],[Ca/H]
SAGA_Scl_000162,-1.83,-1.68
SAGA_Scl_000162,-2.04,
SAGA_Scl_000162,-1.86,-1.95
SAGA_Scl_000162,-2.03,
SAGA_Scl_000163,-1.19,-1.33
SAGA_Scl_000163,-1.16,-1.31
SAGA_Scl_000164,-1.84,-1.8
SAGA_Scl_000164,-2.09,
SAGA_Scl_000164,-1.93,-1.98
SAGA_Scl_000165,-1.76,-1.68
SAGA_Scl_000165,-1.9,
SAGA_Scl_000165,-1.73,-1.56
SAGA_Scl_000165,-1.89,
SAGA_Scl_000166,-2.37,-2.45
SAGA_Scl_000166,-2.67,
SAGA_Scl_000166,-2.54,-2.51
SAGA_Scl_000167,-2.13,-2.65
SAGA_Scl_000167,-2.24,
SAGA_Scl_000167,-2.04,-2.39
SAGA_Scl_000168,-1.14,-0.86
SAGA_Scl_000168,-1.16,-0.75
SAGA_Scl_000169,-1.08,
SAGA_Scl_000169,-1.29,
SAGA_Scl_000169,-1.14,
SAGA_Scl_000169,-0.89,-0.43
SAGA_Scl_000169,-1.12,
SAGA_Scl_000170,-1.86,-1.74
SAGA_Scl_000171,-2.25,-2.27
SAGA_Scl_000171,-2.26,
SAGA_Scl_000171,-2.14,-2.09
SAGA_Scl_000172,-1.28,-1.07
SAGA_Scl_000172,-1.35,
SAGA_Scl_000172,-1.21,-0.95
SAGA_Scl_000172,-1.34,
SAGA_Scl_000173,-2.55,-2
SAGA_Scl_000173,-2.67,
SAGA_Scl_000173,-2.59,
SAGA_Scl_000173,-2.53,-1.85
SAGA_Scl_000174,-1.91,-2.27
SAGA_Scl_000174,-2.2,
SAGA_Scl_000174,-2.02,-2.23
SAGA_Scl_000175,-1.41,-1.57
SAGA_Scl_000175,-1.59,
SAGA_Scl_000175,-1.56,
SAGA_Scl_000175,-1.33,-1.54
SAGA_Scl_000175,-1.55,
SAGA_Scl_000176,-2.4,-1.46
SAGA_Scl_000176,-3.1,
SAGA_Scl_000177,-2.13,-2.13
SAGA_Scl_000177,-2.17,
SAGA_Scl_000177,-2.3,
SAGA_Scl_000177,-2.17,-2.15
SAGA_Scl_000177,-2.28,
SAGA_Scl_000178,-1.54,-1.56
SAGA_Scl_000178,-1.66,
SAGA_Scl_000178,-1.42,-1.47
SAGA_Scl_000178,-1.65,
SAGA_Scl_000179,-1.34,-1.65
SAGA_Scl_000179,-1.46,
SAGA_Scl_000179,-1.29,-1.44
SAGA_Scl_000180,-1.58,-1.56
SAGA_Scl_000180,-1.62,-1.66
SAGA_Scl_000181,-2.32,-2.1
SAGA_Scl_000181,-2.12,
SAGA_Scl_000181,-2.38,-1.98
SAGA_Scl_000182,-1.24,-0.78
SAGA_Scl_000182,-1.18,-0.71
SAGA_Scl_000183,-1.54,-1.88
SAGA_Scl_000183,-1.58,
SAGA_Scl_000183,-1.42,-1.78
SAGA_Scl_000185,-1.31,-1.41
SAGA_Scl_000185,-1.4,
SAGA_Scl_000185,-1.21,-1.33
SAGA_Scl_000185,-1.38,
SAGA_Scl_000186,-1.9,-1.89
SAGA_Scl_000186,-2.04,
SAGA_Scl_000186,-2.01,
SAGA_Scl_000186,-2.04,
SAGA_Scl_000186,-1.89,-1.9
SAGA_Scl_000186,-1.99,
SAGA_Scl_000187,-1.11,-1.97
SAGA_Scl_000188,-2.09,-2.01
SAGA_Scl_000188,-2.06,-1.88
SAGA_Scl_000189,-1.95,-1.71
SAGA_Scl_000189,-1.92,-1.56
SAGA_Scl_000190,-1.67,-1.72
SAGA_Scl_000190,-1.72,
SAGA_Scl_000190,-1.51,-1.42
SAGA_Scl_000191,-1.67,-1.89
SAGA_Scl_000191,-1.96,
SAGA_Scl_000191,-1.86,-1.93
SAGA_Scl_000192,-1.13,-1.4
SAGA_Scl_000192,-1.07,-1.33
SAGA_Scl_000193,-1.08,-1.16
SAGA_Scl_000193,-0.93,-0.97
SAGA_Scl_000194,-1.76,-1.5
SAGA_Scl_000194,-1.67,-1.45
SAGA_Scl_000195,-2.25,-2.36
SAGA_Scl_000195,-2.4,
SAGA_Scl_000195,-2.23,-2.25
SAGA_Scl_000196,-1.18,-1.32
SAGA_Scl_000196,-1.24,
SAGA_Scl_000196,-1.03,-1.28
SAGA_Scl_000197,-1.54,-1.53
SAGA_Scl_000197,-1.78,
SAGA_Scl_000197,-1.52,-1.48
SAGA_Scl_000198,-1.19,-0.97
SAGA_Scl_000198,-1.45,
SAGA_Scl_000198,-1.29,-1.19
SAGA_Scl_000199,-1.39,-1.75
SAGA_Scl_000199,-1.52,
SAGA_Scl_000199,-1.29,-1.84
SAGA_Scl_000200,-1.55,-1.49
SAGA_Scl_000200,-1.61,
SAGA_Scl_000200,-1.46,-1.45
SAGA_Scl_000200,-1.6,
SAGA_Scl_000201,-1.29,-1.16
SAGA_Scl_000201,-1.37,-1.03
SAGA_Scl_000202,-1.05,-1.06
SAGA_Scl_000202,-1.27,
SAGA_Scl_000202,-0.93,-0.95
SAGA_Scl_000203,-1.56,-1.3
SAGA_Scl_000203,-1.78,
SAGA_Scl_000203,-1.57,-1.36
SAGA_Scl_000203,-1.76,
SAGA_Scl_000204,-2.32,-1.99
SAGA_Scl_000204,-2.36,-1.88
SAGA_Scl_000205,-1.33,-1.2
SAGA_Scl_000205,-1.41,
SAGA_Scl_000205,-1.24,-0.91
SAGA_Scl_000205,-1.39,
SAGA_Scl_000206,-1.33,-1.66
SAGA_Scl_000206,-1.27,
SAGA_Scl_000206,-1.05,-1.48
SAGA_Scl_000206,-1.26,
SAGA_Scl_000207,-1.92,-1.78
SAGA_Scl_000207,-1.97,-1.73
SAGA_Scl_000208,-1.83,-1.76
SAGA_Scl_000208,-1.96,
SAGA_Scl_000208,-1.78,-1.63
SAGA_Scl_000208,-1.94,
SAGA_Scl_000209,-2.02,-1.79
SAGA_Scl_000209,-1.99,-1.67
SAGA_Scl_000210,-1.31,-1.28
SAGA_Scl_000210,-1.35,-1.3
SAGA_Scl_000212,-1.58,-1.66
SAGA_Scl_000212,-1.75,
SAGA_Scl_000212,-1.59,-1.61
SAGA_Scl_000213,-1.29,-1.61
SAGA_Scl_000213,-1.44,
SAGA_Scl_000213,-1.27,-1.53
SAGA_Scl_000214,-1.18,-1.21
SAGA_Scl_000214,-1.09,-1.13
SAGA_Scl_000215,-1.42,-1.43
SAGA_Scl_000215,-1.57,
SAGA_Scl_000215,-1.59,
SAGA_Scl_000215,-1.42,-1.33
SAGA_Scl_000215,-1.55,
SAGA_Scl_000216,-1.3,-1.36
SAGA_Scl_000216,-1.43,
SAGA_Scl_000216,-1.23,-1.29
SAGA_Scl_000216,-1.41,
SAGA_Scl_000217,-1.68,-1.73
SAGA_Scl_000217,-1.87,
SAGA_Scl_000217,-1.72,-1.62
SAGA_Scl_000217,-1.86,
SAGA_Scl_000218,-1.62,-1.28
SAGA_Scl_000218,-1.72,
SAGA_Scl_000218,-1.57,-1.3
SAGA_Scl_000218,-1.71,
SAGA_Scl_000219,-0.96,-1.07
SAGA_Scl_000219,-1.07,
SAGA_Scl_000219,-0.9,-1.08
SAGA_Scl_000219,-1.06,
SAGA_Scl_000220,-1.65,-1.66
SAGA_Scl_000220,-1.81,
SAGA_Scl_000220,-1.65,-1.6
SAGA_Scl_000220,-1.79,
SAGA_Scl_000222,-0.92,-1.03
SAGA_Scl_000222,-1.09,
SAGA_Scl_000222,-0.88,-0.95
SAGA_Scl_000223,-1.84,-2.01
SAGA_Scl_000223,-1.92,-1.94
SAGA_Scl_000224,-1.15,-1.33
SAGA_Scl_000224,-1.01,-1.23
SAGA_Scl_000225,-0.84,-1.31
SAGA_Scl_000225,-0.87,-1.28
SAGA_Scl_000226,-2.09,-2.69
SAGA_Scl_000226,-1.99,
SAGA_Scl_000226,-1.97,-2.54
SAGA_Scl_000226,-1.98,
SAGA_Scl_000227,-2.01,-1.58
SAGA_Scl_000227,-2.28,
SAGA_Scl_000227,-2.09,-1.69
SAGA_Scl_000227,-2.26,
SAGA_Scl_000228,-1.41,-1.77
SAGA_Scl_000228,-1.41,-1.58
SAGA_Scl_000230,-1.57,-1.67
SAGA_Scl_000230,-1.51,-1.55
SAGA_Scl_000231,-0.99,-0.84
SAGA_Scl_000231,-1.23,-0.91
SAGA_Scl_000232,-1.99,-2.07
SAGA_Scl_000232,-2.18,
SAGA_Scl_000232,-1.99,-2.09
SAGA_Scl_000233,-1.77,-1.66
SAGA_Scl_000233,-1.9,
SAGA_Scl_000233,-1.77,-1.62
SAGA_Scl_000233,-1.88,
SAGA_Scl_000234,-1.64,-1.3
SAGA_Scl_000234,-1.67,
SAGA_Scl_000234,-1.7,
SAGA_Scl_000234,-1.53,-1.18
SAGA_Scl_000234,-1.66,
SAGA_Scl_000236,-1.38,-1.28
SAGA_Scl_000236,-1.27,-1.02
SAGA_Scl_000237,-2.02,-1.87
SAGA_Scl_000237,-2.04,-1.83
SAGA_Scl_000238,-1.24,-1.66
SAGA_Scl_000238,-1.18,-1.71
SAGA_Scl_000239,-1.08,-1.63
SAGA_Scl_000239,-1,-1.55
SAGA_Scl_000240,-2.24,-1.97
SAGA_Scl_000240,-2.32,
SAGA_Scl_000240,-2.29,-1.9
SAGA_Scl_000241,-1.18,-1.23
SAGA_Scl_000241,-1.3,
SAGA_Scl_000241,-1.12,-1.21
SAGA_Scl_000241,-1.29,
SAGA_Scl_000242,-2.4,-2.09
SAGA_Scl_000242,-2.59,
SAGA_Scl_000242,-2.41,-2.05
SAGA_Scl_000242,-2.58,
SAGA_Scl_000243,-1,-1.05
SAGA_Scl_000243,-1.09,
SAGA_Scl_000243,-0.96,-0.94
SAGA_Scl_000244,-1.62,-1.55
SAGA_Scl_000244,-1.66,-1.44
SAGA_Scl_000245,-1.74,-1.47
SAGA_Scl_000245,-1.67,-1.49
SAGA_Scl_000246,-1.25,-1.56
SAGA_Scl_000246,-1.42,
SAGA_Scl_000246,-1.23,-1.5
SAGA_Scl_000246,-1.41,
SAGA_Scl_000247,-1.93,-1.56
SAGA_Scl_000247,-1.96,
SAGA_Scl_000247,-1.8,-1.48
SAGA_Scl_000248,-2.15,-1.76
SAGA_Scl_000248,-2.13,-1.64
SAGA_Scl_000249,-1.31,-1.4
SAGA_Scl_000249,-1.37,
SAGA_Scl_000249,-1.43,
SAGA_Scl_000249,-1.16,-1.35
SAGA_Scl_000249,-1.41,
SAGA_Scl_000250,-2.66,-1.99
SAGA_Scl_000250,-2.57,
SAGA_Scl_000250,-2.91,
SAGA_Scl_000250,-2.42,-1.91
SAGA_Scl_000252,-1.35,-1.14
SAGA_Scl_000252,-1.45,
SAGA_Scl_000252,-1.26,-0.85
SAGA_Scl_000253,-1.11,-1.85
SAGA_Scl_000253,-1.25,
SAGA_Scl_000253,-1.09,-1.47
SAGA_Scl_000253,-1.24,
SAGA_Scl_000254,-2.2,-1.91
SAGA_Scl_000254,-2.19,-1.75
SAGA_Scl_000255,-1.16,-0.87
SAGA_Scl_000255,-1.38,
SAGA_Scl_000255,-1.13,-0.87
SAGA_Scl_000256,-1.18,-1.5
SAGA_Scl_000256,-1.31,
SAGA_Scl_000256,-1.07,-1.38
SAGA_Scl_000256,-1.3,
SAGA_Scl_000257,-1.21,-1.26
SAGA_Scl_000257,-1.28,
SAGA_Scl_000257,-1.09,-1.14
SAGA_Scl_000257,-1.27,
SAGA_Scl_000258,-1.79,-1.57
SAGA_Scl_000258,-1.74,-1.55
SAGA_Scl_000259,-1.38,-1.37
SAGA_Scl_000259,-1.25,-1.17
SAGA_Scl_000260,-2.15,-2.47
SAGA_Scl_000260,-2.22,-2.28
SAGA_Scl_000261,-1.56,-1.54
SAGA_Scl_000261,-1.49,-1.43
SAGA_Scl_000262,-1.95,-1.85
SAGA_Scl_000262,-2.1,
SAGA_Scl_000262,-1.92,-1.76
SAGA_Scl_000262,-2.08,
SAGA_Scl_000263,-1.47,-1.58
SAGA_Scl_000263,-1.13,-1.26
SAGA_Scl_000264,-1.97,-1.91
SAGA_Scl_000264,-2.08,
SAGA_Scl_000264,-1.92,-1.77
SAGA_Scl_000264,-2.07,
SAGA_Scl_000265,-1.11,-1.26
SAGA_Scl_000265,-1.27,
SAGA_Scl_000265,-1.04,-1.27
SAGA_Scl_000265,-1.25,
SAGA_Scl_000266,-0.95,-1.1
SAGA_Scl_000266,-1.09,
SAGA_Scl_000266,-0.89,-1.06
SAGA_Scl_000266,-1.08,
SAGA_Scl_000267,-1.14,-1.23
SAGA_Scl_000267,-1.25,
SAGA_Scl_000267,-1.06,-1
SAGA_Scl_000268,-1.68,-1.69
SAGA_Scl_000268,-1.6,-1.69
SAGA_Scl_000268,-1.92,
SAGA_Scl_000269,-1.71,-1.78
SAGA_Scl_000269,-1.78,
SAGA_Scl_000269,-1.68,-1.83
SAGA_Scl_000270,-1.53,-1.57
SAGA_Scl_000270,-1.52,
SAGA_Scl_000270,-1.33,-1.47
SAGA_Scl_000271,-1.32,-1.39
SAGA_Scl_000271,-1.4,
SAGA_Scl_000271,-1.21,-1.41
SAGA_Scl_000271,-1.39,
SAGA_Scl_000272,-1.48,-1.16
SAGA_Scl_000272,-1.52,-1.34
SAGA_Scl_000273,-1.96,-2.04
SAGA_Scl_000273,-1.95,-1.99
SAGA_Scl_000274,-1.91,-1.44
SAGA_Scl_000274,-1.92,-1.43
SAGA_Scl_000275,-1.37,-1.84
SAGA_Scl_000275,-1.54,
SAGA_Scl_000275,-1.4,-1.62
SAGA_Scl_000275,-1.53,
SAGA_Scl_000276,-1,-0.85
SAGA_Scl_000276,-0.85,-0.73
SAGA_Scl_000277,-2.05,-2.05
SAGA_Scl_000277,-2.27,
SAGA_Scl_000277,-2.09,-1.96
SAGA_Scl_000277,-2.25,
SAGA_Scl_000278,-1.72,-1.59
SAGA_Scl_000278,-1.87,
SAGA_Scl_000278,-1.75,-1.51
SAGA_Scl_000280,-1.27,-1.54
SAGA_Scl_000280,-1.61,
SAGA_Scl_000280,-1.18,-1.53
SAGA_Scl_000281,-1.62,-1.84
SAGA_Scl_000281,-1.83,
SAGA_Scl_000281,-1.66,
SAGA_Scl_000282,-1.17,-1.29
SAGA_Scl_000282,-1.02,-1.24
SAGA_Scl_000282,-1.46,
SAGA_Scl_000283,-1.78,-1.58
SAGA_Scl_000283,-1.88,
SAGA_Scl_000283,-1.7,-1.5
SAGA_Scl_000283,-1.86,
SAGA_Scl_000284,-1.21,-1.42
SAGA_Scl_000284,-1.16,-1.41
SAGA_Scl_000285,-2.37,-2.35
SAGA_Scl_000285,-2.44,
SAGA_Scl_000285,-2.27,-2.22
SAGA_Scl_000286,-1.14,-1.09
SAGA_Scl_000286,-1,-0.95
SAGA_Scl_000287,-1.25,-1.39
SAGA_Scl_000287,-1.21,-1.34
SAGA_Scl_000288,-1.25,-1.42
SAGA_Scl_000288,-1.38,
SAGA_Scl_000288,-1.14,-1.39
SAGA_Scl_000288,-1.37,
SAGA_Scl_000289,-1.89,-1.8
SAGA_Scl_000289,-2.09,
SAGA_Scl_000289,-1.92,-1.69
SAGA_Scl_000289,-2.07,
SAGA_Scl_000290,-1.97,-1.93
SAGA_Scl_000290,-2.03,-1.88
SAGA_Scl_000291,-1.21,-1.29
SAGA_Scl_000291,-1.11,-1.23
SAGA_Scl_000292,-1.49,-1.27
SAGA_Scl_000292,-1.36,-1.21
SAGA_Scl_000293,-1.27,-1.36
SAGA_Scl_000293,-1.37,
SAGA_Scl_000293,-1.18,-1.29
SAGA_Scl_000293,-1.36,
SAGA_Scl_000294,-1.26,-1.43
SAGA_Scl_000294,-1.37,
SAGA_Scl_000294,-1.16,-1.38
SAGA_Scl_000294,-1.35,
SAGA_Scl_000295,-1.16,-1.62
SAGA_Scl_000295,-1.28,
SAGA_Scl_000295,-1.08,-1.61
SAGA_Scl_000296,-1.13,-1.34
SAGA_Scl_000296,-1.07,-1.37
SAGA_Scl_000297,-1.12,-1.23
SAGA_Scl_000297,-0.91,-1.42
SAGA_Scl_000298,-3.78,
SAGA_Scl_000298,-3.68,-3.25
SAGA_Scl_000298,-3.63,
SAGA_Scl_000298,-3.7,
SAGA_Scl_000299,-1.89,-1.83
SAGA_Scl_000299,-2.01,
SAGA_Scl_000299,-1.87,-1.69
SAGA_Scl_000299,-2,
SAGA_Scl_000300,-1.53,-1.6
SAGA_Scl_000300,-1.52,-1.52
SAGA_Scl_000301,-1.79,-1.78
SAGA_Scl_000301,-1.94,
SAGA_Scl_000301,-1.82,-1.72
SAGA_Scl_000301,-1.92,
SAGA_Scl_000302,-1.3,-1.28
SAGA_Scl_000302,-1.45,
SAGA_Scl_000302,-1.26,-1.25
SAGA_Scl_000302,-1.43,
SAGA_Scl_000303,-1.11,-1.51
SAGA_Scl_000303,-1.16,-1.58
SAGA_Scl_000304,-1.14,-1.34
SAGA_Scl_000304,-1.27,
SAGA_Scl_000304,-1.04,-1.27
SAGA_Scl_000304,-1.26,
SAGA_Scl_000305,-1.32,-1.31
SAGA_Scl_000305,-1.44,
SAGA_Scl_000305,-1.19,-1.17
SAGA_Scl_000305,-1.43,
SAGA_Scl_000306,-1.59,-1.67
SAGA_Scl_000306,-1.54,-1.51
SAGA_Scl_000307,-1.12,-1.51
SAGA_Scl_000308,-1.88,-1.68
SAGA_Scl_000308,-2.03,
SAGA_Scl_000308,-1.87,-1.59
SAGA_Scl_000309,-1.07,-1.01
SAGA_Scl_000309,-1.32,
SAGA_Scl_000309,-1.13,-1.01
SAGA_Scl_000310,-1.37,-1.8
SAGA_Scl_000310,-1.44,-1.62
SAGA_Scl_000311,-2.14,-2.02
SAGA_Scl_000311,-2.26,
SAGA_Scl_000311,-2.11,-1.92
SAGA_Scl_000312,-1.28,-1.44
SAGA_Scl_000313,-1.72,-1.78
SAGA_Scl_000313,-1.64,-1.53
SAGA_Scl_000314,-1.68,-2.04
SAGA_Scl_000314,-1.73,
SAGA_Scl_000314,-1.61,-1.98
SAGA_Scl_000315,-2.1,-2.15
SAGA_Scl_000315,-2.17,-2.04
SAGA_Scl_000316,-1.16,-1.57
SAGA_Scl_000316,-1.13,-1.58
SAGA_Scl_000317,-1.63,-1.62
SAGA_Scl_000317,-1.85,
SAGA_Scl_000317,-1.7,-1.52
SAGA_Scl_000317,-1.84,
SAGA_Scl_000318,-1.19,-1.22
SAGA_Scl_000318,-1.29,
SAGA_Scl_000318,-1.13,-1.14
SAGA_Scl_000318,-1.27,
SAGA_Scl_000319,-1.22,-1.52
SAGA_Scl_000319,-1.17,
SAGA_Scl_000320,-1.33,-1.28
SAGA_Scl_000320,-1.43,
SAGA_Scl_000320,-1.27,-1.2
SAGA_Scl_000320,-1.42,
SAGA_Scl_000321,-2.07,-1.81
SAGA_Scl_000321,-2,-1.75
SAGA_Scl_000322,-1.93,-1.93
SAGA_Scl_000322,-1.94,
SAGA_Scl_000323,-1.47,-1.37
SAGA_Scl_000324,-2.54,-2.34
SAGA_Scl_000324,-1.32,
SAGA_Scl_000324,-2.65,
SAGA_Scl_000324,-2.55,-2.3
SAGA_Scl_000324,-2.63,
SAGA_Scl_000325,-1.06,-1.57
SAGA_Scl_000325,-0.91,-1.17
SAGA_Scl_000326,-2.02,-2.23
SAGA_Scl_000326,-2.05,-1.79
SAGA_Scl_000327,-2.12,-2.21
SAGA_Scl_000327,-2.35,
SAGA_Scl_000327,-2.17,-2.27
SAGA_Scl_000328,-1.34,-1.11
SAGA_Scl_000328,-1.36,
SAGA_Scl_000328,-1.21,-0.76
SAGA_Scl_000329,-1.22,-1.25
SAGA_Scl_000329,-1.4,
SAGA_Scl_000329,-1.18,-1.28
SAGA_Scl_000330,-2.11,-1.92
SAGA_Scl_000330,-2.41,
SAGA_Scl_000330,-2.11,
SAGA_Scl_000330,-2.08,-1.88
SAGA_Scl_000331,-1.48,-1.7
SAGA_Scl_000331,-1.56,
SAGA_Scl_000331,-1.37,-1.57
SAGA_Scl_000331,-1.54,
SAGA_Scl_000332,-1.17,-1.09
SAGA_Scl_000332,-1.33,
SAGA_Scl_000332,-1.18,-0.9
SAGA_Scl_000333,-1.56,-1.78
SAGA_Scl_000333,-1.51,-1.72
SAGA_Scl_000334,-1.03,-0.87
SAGA_Scl_000334,-1.16,
SAGA_Scl_000334,-0.9,-0.98
SAGA_Scl_000334,-1.14,
SAGA_Scl_000335,-1.75,-1.65
SAGA_Scl_000335,-1.73,-1.69
SAGA_Scl_000336,-1.66,-1.6
SAGA_Scl_000336,-1.64,-1.53
SAGA_Scl_000337,-1.63,-1.32
SAGA_Scl_000337,-1.62,-1.06
SAGA_Scl_000338,-2.04,-1.14
SAGA_Scl_000338,-2.07,
SAGA_Scl_000338,-1.9,-0.87
SAGA_Scl_000339,-1.81,-1.82
SAGA_Scl_000339,-1.96,
SAGA_Scl_000339,-1.81,-1.86
SAGA_Scl_000340,-2.74,-2.67
SAGA_Scl_000340,-2.94,
SAGA_Scl_000340,-2.85,-2.48
SAGA_Scl_000341,-1.89,-1.25
SAGA_Scl_000341,-2.07,
SAGA_Scl_000341,-1.86,-1.31
SAGA_Scl_000342,-1.32,-1.04
SAGA_Scl_000342,-1.25,-0.99
SAGA_Scl_000343,-1.35,-1.51
SAGA_Scl_000343,-1.45,
SAGA_Scl_000343,-1.24,-1.41
SAGA_Scl_000343,-1.42,
SAGA_Scl_000344,-2.3,-1.98
SAGA_Scl_000344,-2.3,-1.89
SAGA_Scl_000345,-1.71,-1.16
SAGA_Scl_000345,-1.74,
SAGA_Scl_000345,-1.58,-1.05
SAGA_Scl_000345,-1.72,
SAGA_Scl_000346,-1.17,-1.13
SAGA_Scl_000346,-1.26,
SAGA_Scl_000346,-1.12,-1.3
SAGA_Scl_000347,-1.48,-1.54
SAGA_Scl_000347,-1.63,
SAGA_Scl_000347,-1.44,-1.53
SAGA_Scl_000347,-1.62,
SAGA_Scl_000348,-1.34,-1.57
SAGA_Scl_000348,-1.1,-1.26
SAGA_Scl_000349,-1.95,-1.85
SAGA_Scl_000349,-1.96,-1.87
SAGA_Scl_000350,-1.66,-1.39
SAGA_Scl_000350,-1.79,
SAGA_Scl_000350,-1.59,-1.3
SAGA_Scl_000351,-1.65,-1.44
SAGA_Scl_000351,-1.76,
SAGA_Scl_000351,-1.57,-1.41
SAGA_Scl_000352,-0.93,-0.8
SAGA_Scl_000352,-0.96,-0.99
SAGA_Scl_000353,-1.74,-1.78
SAGA_Scl_000353,-1.86,
SAGA_Scl_000353,-1.72,-1.77
SAGA_Scl_000353,-1.85,
SAGA_Scl_000354,-1.57,-1.72
SAGA_Scl_000354,-1.79,
SAGA_Scl_000354,-1.59,-1.67
SAGA_Scl_000354,-1.78,
SAGA_Scl_000355,-1.18,-1.05
SAGA_Scl_000355,-1.22,
SAGA_Scl_000355,-1,-1.02
SAGA_Scl_000355,-1.2,
SAGA_Scl_000356,-1.49,-1.47
SAGA_Scl_000356,-1.81,
SAGA_Scl_000356,-1.45,-1.4
SAGA_Scl_000356,-1.8,
SAGA_Scl_000357,-1.94,-1.98
SAGA_Scl_000357,-1.95,-1.91
SAGA_Scl_000358,-1.86,-1.63
SAGA_Scl_000358,-2.1,
SAGA_Scl_000358,-1.87,-1.52
SAGA_Scl_000359,-2.03,-1.88
SAGA_Scl_000359,-2.18,
SAGA_Scl_000359,-2.04,-1.88
SAGA_Scl_000359,-2.17,
SAGA_Scl_000360,-1.57,-1.52
SAGA_Scl_000360,-1.65,
SAGA_Scl_000360,-1.42,-1.48
SAGA_Scl_000361,-1.3,-1.31
SAGA_Scl_000361,-1.33,
SAGA_Scl_000361,-1.22,-1.53
SAGA_Scl_000361,-1.33,
SAGA_Scl_000362,-1.27,-1.56
SAGA_Scl_000362,-1.43,
SAGA_Scl_000362,-1.2,-1.47
SAGA_Scl_000362,-1.41,
SAGA_Scl_000363,-1.61,-1.68
SAGA_Scl_000363,-1.73,
SAGA_Scl_000363,-1.57,-1.55
SAGA_Scl_000363,-1.71,
SAGA_Scl_000364,-1.38,-1.35
SAGA_Scl_000364,-1.18,-1.26
SAGA_Scl_000365,-1.18,-1.37
SAGA_Scl_000365,-0.99,
SAGA_Scl_000366,-2.64,-2.5
SAGA_Scl_000366,-2.79,
SAGA_Scl_000366,-2.62,-2.39
SAGA_Scl_000367,-1.85,-2.22
SAGA_Scl_000367,-2.16,
SAGA_Scl_000367,-2.03,-1.94
SAGA_Scl_000368,-2.36,-2.06
SAGA_Scl_000368,-2.5,
SAGA_Scl_000368,-2.36,-2.03
SAGA_Scl_000369,-1.23,-1.39
SAGA_Scl_000369,-1.21,
SAGA_Scl_000369,-1.14,-1.31
SAGA_Scl_000370,-2.22,-1.68
SAGA_Scl_000370,-2.2,
SAGA_Scl_000370,-2,-1.62
SAGA_Scl_000371,-1.44,-0.97
SAGA_Scl_000372,-2.58,-2.4
SAGA_Scl_000372,-3.03,
SAGA_Scl_000372,-2.61,-2.43
SAGA_Scl_000373,-1.54,-1.46
SAGA_Scl_000373,-1.46,-1.42
SAGA_Scl_000374,-0.9,-0.72
SAGA_Scl_000374,-1.03,
SAGA_Scl_000374,-0.8,-0.72
SAGA_Scl_000374,-1.01,
SAGA_Scl_000375,-1.16,-1
SAGA_Scl_000375,-1.05,-0.93
SAGA_Scl_000376,-1.42,-1.4
SAGA_Scl_000376,-1.42,-1.57
SAGA_Scl_000377,-2,-1.89
SAGA_Scl_000377,-2.03,-1.7
SAGA_Scl_000378,-2.17,-2.34
SAGA_Scl_000378,-2.15,-2.27
SAGA_Scl_000379,-1.99,-2.06
SAGA_Scl_000379,-2.03,-2
SAGA_Scl_000380,-1.22,-1.6
SAGA_Scl_000380,-1.29,
SAGA_Scl_000380,-1.1,-1.53
SAGA_Scl_000381,-1.93,-1.28
SAGA_Scl_000381,-1.8,-1.29
SAGA_Scl_000382,-1.34,-1.56
SAGA_Scl_000382,-1.17,-1.56
SAGA_Scl_000383,-1.88,-1.35
SAGA_Scl_000383,-2.05,
SAGA_Scl_000383,-1.88,-1.31
SAGA_Scl_000384,-1.05,-1.25
SAGA_Scl_000384,-1.16,
SAGA_Scl_000384,-0.97,-1.18
SAGA_Scl_000384,-1.15,
SAGA_Scl_000385,-1.77,-1.92
SAGA_Scl_000385,-1.75,-2
SAGA_Scl_000386,-1.64,-1.77
SAGA_Scl_000386,-1.7,-1.86
SAGA_Scl_000387,-1.46,-1.59
SAGA_Scl_000387,-1.44,-1.67
SAGA_Scl_000388,-1.74,-0.87
SAGA_Scl_000388,-1.5,-0.89
SAGA_Scl_000389,-1.6,
SAGA_Scl_000389,-1.29,-1.03
SAGA_Scl_000390,-2.5,-2.15
SAGA_Scl_000390,-2.86,
SAGA_Scl_000390,-2.53,-2.16
SAGA_Scl_000391,-2.16,-1.57
SAGA_Scl_000391,-2.17,-1.53
SAGA_Scl_000392,-1.9,-1.83
SAGA_Scl_000392,-1.85,-1.8
SAGA_Scl_000393,-1.49,-1.65
SAGA_Scl_000393,-1.43,-1.63
SAGA_Scl_000394,-1.27,-1.46
SAGA_Scl_000394,-1.36,
SAGA_Scl_000394,-1.2,-1.39
SAGA_Scl_000395,-1.26,-1.22
SAGA_Scl_000396,-1.29,-1.41
SAGA_Scl_000396,-1.21,-1.3
SAGA_Scl_000397,-1.16,-1.32
SAGA_Scl_000398,-1.64,-1.82
SAGA_Scl_000398,-1.58,-1.74
SAGA_Scl_000399,-1.64,-1.61
SAGA_Scl_000399,-1.63,-1.59
SAGA_Scl_000400,-1.22,-1.31
SAGA_Scl_000400,-1.39,
SAGA_Scl_000400,-1.24,-1.54
SAGA_Scl_000402,-2.59,-2.09
SAGA_Scl_000402,-2.83,
SAGA_Scl_000402,-2.64,-2.09
SAGA_Scl_000403,-1.13,-1.04
SAGA_Scl_000403,-0.99,-0.99
SAGA_Scl_000404,-2.87,-2.15
SAGA_Scl_000404,-2.71,
